Date,Open,High,Low,Close,Adj Close,Volume
2019-04-04,41.250000,43.860001,41.119999,43.520000,43.442467,794200
2019-04-05,43.299999,43.880001,42.630001,43.200001,43.123039,590700
2019-04-08,44.009998,44.509998,42.709999,43.119999,43.043179,626600
2019-04-09,43.490002,43.869999,43.000000,43.380001,43.302719,540800
2019-04-10,43.080002,43.330002,42.049999,42.270000,42.194695,997200
2019-04-11,41.849998,42.669998,41.720001,42.200001,42.124817,542700
2019-04-12,41.820000,42.410000,41.240002,42.200001,42.124817,608600
2019-04-15,42.090000,43.220001,41.360001,42.450001,42.374374,784700
2019-04-16,41.939999,42.200001,41.169998,41.279999,41.206459,1476800
2019-04-17,41.320000,42.430000,41.130001,42.369999,42.294514,836900
2019-04-18,42.299999,42.810001,41.450001,41.939999,41.865280,622300
2019-04-22,41.939999,42.650002,41.540001,41.820000,41.745495,669300
2019-04-23,41.540001,42.509998,41.540001,41.759998,41.685600,715200
2019-04-24,41.799999,43.480000,41.570000,43.220001,43.143002,1134200
2019-04-25,43.290001,43.900002,41.770000,42.480000,42.404320,818400
2019-04-26,42.730000,43.689999,42.730000,43.470001,43.392555,743800
2019-04-29,43.360001,43.470001,42.310001,42.509998,42.434265,749400
2019-04-30,42.549999,43.810001,42.549999,43.310001,43.232841,619100
2019-05-01,43.080002,43.349998,42.180000,42.700001,42.623928,930000
2019-05-02,42.330002,43.230000,41.360001,41.660000,41.585781,824500
2019-05-03,42.250000,42.570000,41.380001,41.619999,41.545849,687200
2019-05-06,41.529999,41.939999,41.250000,41.540001,41.465996,957600
2019-05-07,42.029999,44.369999,41.790001,44.169998,44.091305,1616700
2019-05-08,44.990002,45.360001,43.099998,45.250000,45.169384,1442700
2019-05-09,45.290001,46.590000,44.959999,45.080002,44.999687,1044900
2019-05-10,44.880001,45.169998,43.410000,44.349998,44.270988,874800
2019-05-13,45.450001,47.430000,44.799999,47.430000,47.345501,1227400
2019-05-14,47.330002,47.330002,46.110001,46.990002,46.906288,1093300
2019-05-15,47.090000,47.270000,45.009998,45.270000,45.189346,1182400
2019-05-16,44.990002,45.040001,43.900002,44.860001,44.780079,887400
2019-05-17,44.910000,45.630001,44.700001,45.610001,45.528744,825000
2019-05-21,45.959999,46.049999,44.119999,45.869999,45.788280,1023000
2019-05-22,46.000000,46.509998,44.660000,44.919998,44.839970,1023200
2019-05-23,45.450001,46.130001,44.400002,44.419998,44.340862,1350000
2019-05-24,44.470001,44.779999,43.599998,44.720001,44.640331,888200
2019-05-27,44.009998,45.110001,42.180000,42.919998,42.843533,984500
2019-05-28,43.000000,43.639999,42.240002,43.180000,43.103073,14126800
2019-05-29,43.369999,43.590000,42.990002,43.090000,43.013233,1054600
2019-05-30,43.090000,44.139999,42.669998,43.959999,43.881683,784800
2019-05-31,44.830002,46.939999,44.830002,46.750000,46.666714,2310800
2019-06-03,47.889999,49.060001,46.840000,48.910000,48.822865,2370700
2019-06-04,48.419998,51.189999,48.400002,50.810001,50.719479,2065500
2019-06-05,52.130001,52.650002,49.070000,50.840000,50.749424,2060500
2019-06-06,50.880001,52.230000,50.540001,51.180000,51.088818,1432500
2019-06-07,51.790001,51.790001,49.549999,49.860001,49.771172,917500
2019-06-10,49.139999,50.090000,47.509998,49.970001,49.880974,1174300
2019-06-11,49.490002,50.369999,49.349998,50.200001,50.110569,854400
2019-06-12,50.500000,52.799999,50.500000,51.950001,51.857449,1277900
2019-06-13,51.939999,52.580002,50.880001,51.060001,50.969036,757300
2019-06-14,51.970001,52.119999,50.689999,51.189999,51.098801,625800
2019-06-17,51.119999,51.599998,50.570000,51.540001,51.448181,1072100
2019-06-18,51.810001,52.869999,51.020000,52.590000,52.496307,1085000
2019-06-19,52.110001,53.279999,51.849998,52.830002,52.735882,839100
2019-06-20,54.750000,54.889999,53.150002,54.189999,54.093452,1396000
2019-06-21,54.490002,55.160000,53.189999,55.160000,55.061729,3304600
2019-06-24,55.610001,56.950001,54.820000,56.680000,56.579021,1609000
2019-06-25,57.240002,57.990002,54.570000,56.430000,56.329468,1963900
2019-06-26,55.250000,57.139999,55.070000,56.389999,56.289539,1053700
2019-06-27,55.840000,56.570000,55.020000,55.740002,55.693043,858800
2019-06-28,55.750000,56.419998,54.689999,56.419998,56.372467,1079800
2019-07-02,54.980000,56.730000,54.450001,56.599998,56.552315,913800
2019-07-03,56.520000,56.590000,54.580002,55.380001,55.333347,721200
2019-07-04,55.060001,56.389999,55.009998,56.209999,56.162643,187500
2019-07-05,54.660000,55.389999,52.560001,55.029999,54.983639,1611200
2019-07-08,55.209999,55.730000,54.639999,55.000000,54.953667,841300
2019-07-09,54.930000,55.360001,54.099998,54.520000,54.474072,934900
2019-07-10,55.110001,55.270000,52.889999,55.150002,55.103539,1203800
2019-07-11,55.189999,56.400002,54.910000,55.410000,55.363319,1030000
2019-07-12,55.450001,55.990002,54.700001,55.990002,55.942833,590900
2019-07-15,56.000000,57.980000,56.000000,57.980000,57.931152,702800
2019-07-16,57.540001,58.189999,56.959999,57.650002,57.601433,932800
2019-07-17,57.990002,60.029999,57.630001,60.000000,59.949451,582000
2019-07-18,59.900002,61.000000,59.150002,60.660000,60.608898,830600
2019-07-19,60.259998,61.220001,59.930000,60.759998,60.708813,612200
2019-07-22,60.959999,61.770000,60.330002,60.650002,60.598907,726000
2019-07-23,60.389999,61.009998,58.680000,59.849998,59.799580,800800
2019-07-24,60.119999,60.380001,59.270000,59.689999,59.639713,658500
2019-07-25,59.500000,59.840000,58.820000,59.029999,58.980270,611800
2019-07-26,59.200001,59.660000,58.459999,58.680000,58.630566,402400
2019-07-29,58.990002,60.480000,58.930000,60.430000,60.379089,813200
2019-07-30,60.709999,61.000000,59.959999,60.090000,60.039375,526900
2019-07-31,60.130001,60.189999,53.869999,54.580002,54.534019,1852900
2019-08-01,54.150002,59.400002,53.599998,59.009998,58.960285,1708800
2019-08-02,58.880001,59.869999,58.130001,58.180000,58.130985,663800
2019-08-06,60.959999,62.790001,60.540001,62.020000,61.967751,1092700
2019-08-07,64.059998,65.449997,61.810001,62.040001,61.987736,1341800
2019-08-08,61.000000,63.080002,60.020000,62.490002,62.437355,741900
2019-08-09,62.180000,63.270000,60.650002,60.810001,60.758770,496400
2019-08-12,61.669998,62.270000,60.860001,60.970001,60.918636,533400
2019-08-13,62.279999,62.590000,58.040001,60.500000,60.449032,1014800
2019-08-14,62.090000,62.290001,60.310001,60.480000,60.429047,732200
2019-08-15,60.310001,61.080002,59.540001,60.119999,60.069351,684400
2019-08-16,59.470001,59.470001,57.930000,58.590000,58.540642,876600
2019-08-19,57.020000,60.130001,56.000000,58.830002,58.780441,778100
2019-08-20,59.099998,60.720001,58.599998,60.669998,60.618885,621700
2019-08-21,60.389999,61.490002,60.310001,60.590000,60.538956,431200
2019-08-22,60.500000,61.849998,60.259998,60.419998,60.369099,455800
2019-08-23,62.810001,63.200001,62.060001,62.939999,62.886974,1001400
2019-08-26,63.220001,64.830002,62.410000,63.250000,63.196716,860800
2019-08-27,63.450001,66.680000,63.279999,66.500000,66.443977,1413600
2019-08-28,66.860001,67.870003,65.430000,66.440002,66.384033,1024200
2019-08-29,66.540001,66.830002,63.570000,63.980000,63.926098,824100
2019-08-30,63.599998,65.010002,63.349998,64.739998,64.685455,1073100
2019-09-03,66.489998,67.040001,65.779999,66.239998,66.184196,1000500
2019-09-04,66.250000,67.570000,66.250000,67.550003,67.493095,800600
2019-09-05,66.300003,66.330002,62.310001,63.910000,63.856159,1234100
2019-09-06,63.560001,65.250000,62.380001,62.470001,62.417374,1001700
2019-09-09,63.000000,64.870003,60.919998,61.680000,61.628036,1399500
2019-09-10,61.060001,61.060001,58.230000,58.500000,58.450718,1149000
2019-09-11,58.389999,59.840000,57.299999,58.570000,58.520657,1281300
2019-09-12,60.509998,61.000000,57.880001,58.009998,57.961128,1082900
2019-09-13,57.919998,59.340000,56.160000,56.290001,56.242580,980200
2019-09-16,57.279999,59.570000,56.880001,58.680000,58.630566,1478900
2019-09-17,59.020000,61.439999,59.020000,61.250000,61.198399,1103500
2019-09-18,61.560001,62.099998,59.770000,61.090000,61.038536,1223500
2019-09-19,61.509998,63.020000,61.320000,62.650002,62.597221,1168400
2019-09-20,62.759998,63.520000,62.200001,63.520000,63.466488,9774500
2019-09-23,63.369999,65.820000,63.200001,65.739998,65.684616,954000
2019-09-24,65.330002,65.580002,64.379997,65.540001,65.484787,1196900
2019-09-25,65.209999,65.750000,61.799999,63.080002,63.026859,1127700
2019-09-26,63.410000,63.860001,62.619999,62.910000,62.857002,671500
2019-09-27,61.000000,61.500000,60.040001,60.220001,60.220001,949100
2019-09-30,58.900002,60.119999,58.009998,59.349998,59.349998,960100
2019-10-01,58.919998,60.990002,58.529999,59.439999,59.439999,841900
2019-10-02,60.599998,61.910000,60.000000,61.840000,61.840000,757600
2019-10-03,61.910000,63.439999,61.240002,61.270000,61.270000,698400
2019-10-04,60.910000,62.590000,60.720001,62.150002,62.150002,623200
2019-10-07,61.500000,62.490002,61.299999,61.500000,61.500000,535400
2019-10-08,62.380001,63.380001,61.730000,63.349998,63.349998,1112500
2019-10-09,63.349998,64.190002,62.830002,63.509998,63.509998,699500
2019-10-10,63.000000,63.000000,59.810001,61.410000,61.410000,1099300
2019-10-11,60.500000,60.650002,58.320000,59.139999,59.139999,1393400
2019-10-15,58.849998,59.320000,57.799999,57.910000,57.910000,1118700
2019-10-16,58.700001,59.040001,57.000000,58.380001,58.380001,830100
2019-10-17,57.599998,59.360001,57.470001,58.759998,58.759998,761100
2019-10-18,58.880001,59.160000,58.200001,58.790001,58.790001,489800
2019-10-21,58.880001,59.639999,57.259998,57.299999,57.299999,682000
2019-10-22,57.299999,58.630001,56.529999,57.560001,57.560001,554600
2019-10-23,57.730000,58.830002,57.369999,57.540001,57.540001,629900
2019-10-24,57.970001,60.459999,57.730000,60.389999,60.389999,805000
2019-10-25,61.639999,62.459999,59.560001,59.700001,59.700001,685000
2019-10-28,59.160000,59.240002,58.200001,58.220001,58.220001,707000
2019-10-29,57.889999,58.180000,57.290001,57.639999,57.639999,965800
2019-10-30,57.990002,59.480000,57.570000,59.430000,59.430000,1099900
2019-10-31,59.759998,61.900002,59.660000,61.849998,61.849998,1308200
2019-11-01,61.369999,61.500000,59.709999,60.450001,60.450001,934700
2019-11-04,59.980000,60.450001,59.139999,59.310001,59.310001,832700
2019-11-05,58.000000,59.930000,57.799999,59.919998,59.919998,963700
2019-11-06,60.189999,62.610001,59.139999,61.619999,61.619999,1460000
2019-11-07,60.900002,62.790001,59.599998,60.939999,60.939999,1022500
2019-11-08,60.270000,61.020000,59.570000,59.799999,59.799999,753600
2019-11-11,59.709999,60.779999,59.650002,60.389999,60.389999,761100
2019-11-12,60.349998,61.040001,59.389999,60.750000,60.750000,821100
2019-11-13,61.450001,63.570000,61.349998,62.450001,62.450001,862600
2019-11-14,63.000000,64.019997,62.830002,63.270000,63.270000,633000
2019-11-15,63.090000,63.889999,61.970001,62.009998,62.009998,568700
2019-11-18,62.189999,63.590000,61.910000,63.500000,63.500000,583900
2019-11-19,63.369999,65.419998,63.119999,64.629997,64.629997,953400
2019-11-20,64.839996,66.209999,64.760002,65.080002,65.080002,927000
2019-11-21,65.099998,65.839996,64.269997,64.610001,64.610001,1059300
2019-11-22,64.820000,65.000000,63.320000,63.320000,63.320000,510900
2019-11-25,56.750000,56.750000,52.040001,52.380001,52.380001,4939900
2019-11-26,52.110001,52.400002,50.209999,51.970001,51.970001,3809900
2019-11-27,52.009998,53.110001,51.259998,52.970001,52.970001,2792300
2019-11-28,53.389999,55.200001,53.150002,54.799999,54.799999,1561500
2019-11-29,54.500000,56.779999,53.840000,55.790001,55.790001,2473300
2019-12-02,55.950001,56.480000,55.070000,55.849998,55.849998,1422900
2019-12-03,55.799999,56.820000,55.389999,55.919998,55.919998,2169900
2019-12-04,55.590000,56.049999,53.389999,54.020000,54.020000,1532100
2019-12-05,53.759998,55.060001,53.650002,54.029999,54.029999,1280700
2019-12-06,53.290001,54.970001,53.009998,53.610001,53.610001,1020458
